schema|uuid|id|hierarchylevel|title|datasetcreationdate|abstract|keyword|geobox|constraints|securityconstraints|legalconstraints|temporalextent|image|responsibleparty|link|metadatacreationdate|productinformation|parentid
iso19139|d19c485f-8b42-4dda-b2b2-b1cbe2d613cb|97|dataset|Faults and boundaries||Forkastninger, strukturgeologiske- og magnetiske- grenser|Annet,Åpne data,modellbaserteVegprosjekter,fellesDatakatalog,Geologi,Norsk kontinentalsokkel,Faults, geological-borders,magnetical-borders,Forkastninger, geologiske-grenser, magnetiske-grenser,Forkastninger,geologiske-grenser,magnetiske-grenser|1,50,55,81|Bruksbegrensninger Legal. The contents on the website of the Norwegian Offshore Directorate may be copied and used  free of charge as long as all  material subject to copyright contains a reference  to the source. ,Legal. The contents on the website of the Norwegian Offshore Directorate may be copied and used free of charge as long as all material subject to copyright contains a reference to the source.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=d19c485f-8b42-4dda-b2b2-b1cbe2d613cb&access=public&fname=faultandboundaries_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=d19c485f-8b42-4dda-b2b2-b1cbe2d613cb&access=public&fname=faultandboundaries.png|FactpagesNorwegian Petroleum Directorate /  OljedirektoratetDatamanagment+4751876000+4751551571Postboks 600StavangerRogaland4003nofactweb@npd.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no|https://www.sodir.no/globalassets/1-sodir/fakta/geologi-eng/structural_elements.zip|2024-01-19|Produktspesifikasjon,Produktark,Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|be11a863-e7c3-4b00-8a48-3578db7cd924|21543|dataset|Lisensiering APA netto||Tildelinger i Forhåndsdefinerte områder. TFO netto|Area management/restriction/regulation zones and reporting units,Inspire,modellbaserteVegprosjekter,fellesDatakatalog,Energi,Norsk kontinentalsokkel,Tildelinger i forhåndsdefinerte områder,National|1.63333,23.333333,57.00000000000001,72.00|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen ,Ingen|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=be11a863-e7c3-4b00-8a48-3578db7cd924&access=public&fname=apa_open_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=be11a863-e7c3-4b00-8a48-3578db7cd924&access=public&fname=apa_open.png|Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no|https://factpages.sodir.no/downloads/shape/apaAreaNet.zip|2024-01-19|Produktspesifikasjon,Produktark,Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|a2dffbcd-1a6a-4b20-81d0-ddca6cf56c32|335|dataset|Utvinningstillatelser||Tillatelsen gir enerett til undersøkelse, leteboring og utvinning av petroleumsforekomster innenfor tillatelsens angitte geografiske område. Rettighetshaverne blir eiere av den petroleum som produseres. En utvinningstillatelse kan omfatte en eller flere blokker eller deler av blokker og regulerer de deltakende selskapers rettigheter og plikter i forhold til staten. Dokumentet utfyller bestemmelsene i petroleumsloven og gir detaljerte vilkår for de enkelte tillatelsene. Leteperiode: Utvinningstillatelsen gis i første omgang for en initiell periode (leteperiode) som kan vare i inntil 10 år. I denne perioden plikter rettighetshaverne å utføre bestemte oppgaver, som seismisk kartlegging og/eller leteboring. Er arbeidsforpliktelsen fullført innenfor leteperioden, kan rettighetshaverne som hovedregel kreve å beholde inntil halvparten av det området tillatelsen omfatter i inntil 30 år.|Area management/restriction/regulation zones and reporting units,Inspire,modellbaserteVegprosjekter,fellesDatakatalog,Energi,Norsk kontinentalsokkel,Lisens,Pl licences,Tillatelser,Utvinningstillatelse,National|2.00,33.00,57.00,72.00|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner The contents on the website of the Norwegian Offshore Directorate may be copied and used free of charge as long as all material  subject to copyright contains a reference  to the source. ,The contents on the website of the Norwegian Offshore Directorate may be copied and used free of charge as long as all material subject to copyright contains a reference to the source.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=a2dffbcd-1a6a-4b20-81d0-ddca6cf56c32&access=public&fname=pl_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=a2dffbcd-1a6a-4b20-81d0-ddca6cf56c32&access=public&fname=pl.png|FactpagesNorwegian Petroleum Directorate /  OljedirektoratetDatamanagment+4751876000+4751551571Postboks 600StavangerRogaland4003nofactweb@npd.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no|https://factpages.sodir.no/downloads/shape/prlAreaCurrent.zip|2024-01-19|Produktspesifikasjon,Produktark,Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|8b846f28-dc35-43c6-8e0d-6b356ad8eac5|57|dataset|Funn||En petroleumsforekomst, eller flere petroleumsforekomster samlet som er oppdaget i samme brønn, og som gjennom testing, prøvetaking eller logging er sannsynliggjort å ha bevegelig petroleum. Definisjonen omfatter både kommersielt og teknisk funn.|Energy resources,Inspire,modellbaserteVegprosjekter,fellesDatakatalog,Energi,Norsk kontinentalsokkel,Norge,petroleum discovery,oil discovery,gas discovery,olje funn,gass funn,petroleums funn,ND_DS,National|2.00,33.00,57.00,72.00|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner The contents on the website of the Norwegian Offshore Directorate may be copied and used free of charge as long as all material  subject to copyright contains a reference  to the source. ,The contents on the website of the Norwegian Offshore Directorate may be copied and used free of charge as long as all material subject to copyright contains a reference to the source.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=8b846f28-dc35-43c6-8e0d-6b356ad8eac5&access=public&fname=npdwmsmap_WGS84.asp_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=8b846f28-dc35-43c6-8e0d-6b356ad8eac5&access=public&fname=npdwmsmap_WGS84.asp.png|FactpagesOljedirektoratetDatamanagment+4751876000+4751551571Postboks 600StavangerRogaland4003nofact-pages@npd.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no|https://factpages.sodir.no/downloads/shape/dscArea.zip|2024-01-19|Produktspesifikasjon,Produktark,Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|3a31a1f1-f836-4565-937f-731286fb8baa|330|dataset|Rørledninger||Rørledningssystem med tilhørende installasjoner, utgjør transportsystemene for petroleum fra Norsk kontinentalsokkel|Utility and governmental services,Inspire,geodataloven,Norge digitalt,modellbaserteVegprosjekter,fellesDatakatalog,Energi,Norsk kontinentalsokkel,Rørledninger,Transportsystemer,olje,gass,National|-1.825318,23.651189,51.046406,71.568704|Bruksbegrensninger Legal.The contents on the website of the Norwegian Offshore Directorate may be copied and used free of charge as long as all material  subject to copyright contains a reference  to the source. ,Legal.The contents on the website of the Norwegian Offshore Directorate may be copied and used free of charge as long as all material subject to copyright contains a reference to the source.Legal.The contents on the website of the Norwegian Petroleum Directorate may be copied and used free of charge as long as all material subject to copyright contains a reference to the source.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=3a31a1f1-f836-4565-937f-731286fb8baa&access=public&fname=pipelines_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=3a31a1f1-f836-4565-937f-731286fb8baa&access=public&fname=pipelines.png|FactpagesOljedirektoratetData Management+4751876000+4751551571Postboks 600StavangerRogaland4003nofactweb@npd.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no|https://factpages.sodir.no/downloads/shape/pipLine.zip|2024-01-19|Produktspesifikasjon,Produktark,Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|522550de-3c58-45dc-9cd4-791263c2b8c9|21542|dataset|Undersøkelser||Geografisk avgrensede områder som viser hvor det er planlagt, pågår og er gjennomfort seismisk datainnsamling på den norske kontinentalsokkelen.|Land use,Inspire,fellesDatakatalog,Energi,Norsk kontinentalsokkel,Seismisk innsamling,Seismic,aquisition,National|-0.48876,35.00,57.195,82.00|Bruksbegrensninger The contents on the website of the Norwegian Offshore Directorate may be copied and used free of charge as long as all material  subject to copyright contains a reference  to the source. ,The contents on the website of the Norwegian Offshore Directorate may be copied and used free of charge as long as all material subject to copyright contains a reference to the source.The contents on the website of the Norwegian Petroleum Directorate may be copied and used free of charge as long as all material subject to copyright contains a reference to the source.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen ,Ingen|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=522550de-3c58-45dc-9cd4-791263c2b8c9&access=public&fname=seismic_aquisitions_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=522550de-3c58-45dc-9cd4-791263c2b8c9&access=public&fname=seismic_aquisitions.png|Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no|https://factpages.sodir.no/downloads/shape/seaArea.zip|2024-01-19|Produktspesifikasjon,Produktark,Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|180ed23d-e229-4d8b-95f3-c702108ec6a1|404|dataset|Surface facilities||Faste og flytende overflate installasjoner som permanent er plassert på et felt. Produksjonsskip dekkes av denne definisjon hvis de er ment å være permanent på feltet..|Production and industrial facilities,Inspire,modellbaserteVegprosjekter,fellesDatakatalog,Energi,Norsk kontinentalsokkel,overflate installasjoner,produksjons skip,plattform,overflateinstallasjon,olje rig,oljeinstallasjon,National|-1.85,23.59945,51.044439,70.68745|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNo conditions apply to access and use,No conditions apply to access and use,Andre restriksjoner The contents on the website of the Norwegian  Petroleum Directorate may be copied and used  free of charge as long as all  material subject to copyright contains a reference  to the source. ,The contents on the website of the Norwegian Petroleum Directorate may be copied and used free of charge as long as all material subject to copyright contains a reference to the source.|0001-01-01now|https://editor.geonorge.no/thumbnails/180ed23d-e229-4d8b-95f3-c702108ec6a1_20180514141948_mini_surface.PNG,https://editor.geonorge.no/thumbnails/180ed23d-e229-4d8b-95f3-c702108ec6a1_20180514141948_medium_surface.PNG,https://editor.geonorge.no/thumbnails/180ed23d-e229-4d8b-95f3-c702108ec6a1_20180514141948_surface.PNG|FactpagesNorwegian Petroleum Directorate /  OljedirektoratetData management+4751876000+4751551571Postboks 600StavangerRogaland4003nofactweb@npd.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no,Sigbjørn DaleSokkeldirektoratetfactweb@sodir.no|https://factpages.sodir.no/downloads/shape/fclPoint.zip|2024-01-19|Produktspesifikasjon,Produktark,Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|f1680c76-e328-48ec-afdc-78d822cd589b|396|dataset|Structural elements||Hovedstrukturelementer på norsk sokkel og tilstøtende områder. Dataene er sammensatt av Oljedirektoratet og legger til grunn de offisielt godkjente elementnavnene.|Annet,Åpne data,modellbaserteVegprosjekter,fellesDatakatalog,Geologi,Norsk kontinentalsokkel,strukturelementer|1,50,55,80|Bruksbegrensninger Legal.The contents on the website of the Norwegian  Petroleum Directorate may be copied and used  free of charge as long as all  material subject to copyright contains a reference  to the source. ,Legal.The contents on the website of the Norwegian Petroleum Directorate may be copied and used free of charge as long as all material subject to copyright contains a reference to the source.|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=f1680c76-e328-48ec-afdc-78d822cd589b&access=public&fname=structural_elements_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=f1680c76-e328-48ec-afdc-78d822cd589b&access=public&fname=structural_elements.png|FactpagesNorwegian Petroleum Directorate /  OljedirektoratetData management+4751876000+4751551571Postboks 600StavangerRogaland4003nofactweb@npd.no,FactpagesSokkeldirektoratetfactweb@sodir.no,Sokkeldirektoratetfactweb@sodir.no|https://www.sodir.no/en/facts/geology/structure-elements/|2024-01-19|Produktspesifikasjon,Produktark,Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|2fe7b56c-334d-4660-ac50-6fcf973a0f70|378|dataset|Dybdedata - rådata||Dette er de mest detaljerte dybdedataene Kartverket har. Dataene blir innsamlet ved kartlegging av havbunnen i Norges kyst og havområder. For store deler av kysten har vi detaljerte dybdedata innsamlet ved bruk av multistråle ekkolodd. For andre områder finnes kun eldre målinger med grovere oppløsning. Eldre data erstattes kontinuerlig etterhvert som nye data blir samlet inn. Dataene er tilgjengelig som målte punkter/grid. For nyere målinger finnes også loggdata(.all) med backscatter informasjon og vannkolonnedata(.wcd).|Sea regions,Norge digitalt,Mareano,modellbaserteVegprosjekter,fellesDatakatalog,Kyst og fiskeri,Norges kystnære sjøområder,Svalbards kystnære sjøområder,Barentshavet,Norskehavet,Nordsjøen,Skagerrak,sjø,dybdepunkt,måledata,hydrografisk original,grunne,skjær,kyst,MAREANO,Sjødivisjonen|4.0,32.0,57.0,72.0|Bruksbegrensninger Ikke for navigasjon. Rådata innenfor 12nm er gradert informasjon, mens rådata utenfor 12nm er lisensiert etter CCBY  4.0. ,Ikke for navigasjon. Rådata innenfor 12nm er gradert informasjon, mens rådata utenfor 12nm er lisensiert etter CCBY 4.0.The data is not approved for navigational purposes.  Data inside the territorial limit of 12 nautical miles are subject to military restrictions. This means that data more dense than 50x50 meter between the nodes are defined as classified information in coastal areas.|Sikkerhetsnivå Konfidensielt: Available for someone who can be entrusted with information,User note https://lovdata.no/dokument/NL/lov/2017-06-21-88 ,https://lovdata.no/dokument/NL/lov/2017-06-21-88|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerSkjermede data,Skjermede data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerCreative Commons BY 4.0 (CC BY 4.0),Creative Commons BY 4.0 (CC BY 4.0),Andre restriksjoner Sjømålingsdata er ikke tilgjengelig gjennom  Norge digitalt. Bestilling av sjømålingsdata rettes  til  sjodata@kartverket.no ,Sjømålingsdata er ikke tilgjengelig gjennom Norge digitalt.  Bestilling av sjømålingsdata rettes til sjodata@kartverket.noInterested parties can send a request to the Norwegian Hydrographic Service for release of hydrographical survey data by e-mail to sjodata@kartverket.no.|0001-01-01now|https://editor.geonorge.no/thumbnails/2fe7b56c-334d-4660-ac50-6fcf973a0f70_20171006102524_mini_Søre Vaulen med skyggerelieff.jpg,https://editor.geonorge.no/thumbnails/2fe7b56c-334d-4660-ac50-6fcf973a0f70_20171006102524_medium_Søre Vaulen med skyggerelieff.jpg,https://editor.geonorge.no/thumbnails/2fe7b56c-334d-4660-ac50-6fcf973a0f70_20171006102524_Søre Vaulen med skyggerelieff.jpg|Kartverket FMT-SjøKartverketTinngata 84014 StavangerRogalandPostboks 60, N-4001 StavangerNorgesjodata@kartverket.no,Kartverketkundesenter@kartverket.no|https://wms.geonorge.no/skwms1/wms.dekning_sjomaaling?|2023-11-15|Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/kartverket/dybdedata-radataProduktark,https://www.kartverket.no/data/dybdedata-og-terrengmodeller-av-havbunn/Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|0c2af0d4-c954-4dce-a012-0365f539e6d4|69607|dataset|Relativ bunnhardhet, åpne data||Relativ bunnhardhet er rasterdata som viser reflektivitetstyrke fra sjøbunnen. Reflektivitetsstyrke sier noe om sjøbunnens akustiske respons, noe som kan gi indikasjoner om sjøbunnenes beskaffenhet. Generelt vil en sterk tilbakerefleksjon indikere hard bunn, mens svakere refleksjon indikererer bløterer bunn. Sjøbunnens beskaffenhet tolket ut fra reflektivitet gir indikasjoner på type sediment og dermed også opplysninger om sedimentasjonsforhold og prosesser på bunnen.|Geology,Åpne data,Norge digitalt,MarineGrunnkart,modellbaserteVegprosjekter,fellesDatakatalog,Geologi,Norge,Barentshavet,Norskehavet,havbunn,sjøbunn,backscatter,ekkolodd,kartkartlegging,NGU,bløt,myk,hard,multistråleekkolodd,marin,sediment,bunntype,MAREANO,Flerstråleekkolodd,bunnreflektivitet,akustisk|7,32,67,84|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=0c2af0d4-c954-4dce-a012-0365f539e6d4&access=public&fname=Bunnreflektivitet_s.png|Aave LeplandNorges geologiske undersøkelseDataadministrator, Maringeologi, NGU4773904000Leiv Eirikssons vei 39TrondheimAave.Lepland@ngu.nohttp://www.mareano.no/kart?language=no&bbox=267887.7,7597680.0,974798.3,8045390.0&KARTBILDE_ID=5,Janne Grete WescheNorges geologiske undersøkelser,Janne Grete WescheNorges geologiske undersøkelsemetadataansvarlig@ngu.no||2023-11-16|Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norges-geologiske-undersokelse/relativ-bunnhardhetProduktark,http://www.ngu.no/emne/hard-og-myk-bunnProduktside,Tegnforklaring,dekningsoversikt,https://www.mareano.no/tema/relativ-bunnhardhethjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|8a0545fe-025c-4afb-a3ab-5b8cb922ef03|21735|dataset|Sidenedbørfelt||Datasett over sidenedbørfelt slik det er definert i REGINE. Sidenedbørfelt er nedbørfeltet til utløpspunktet av en sideelv i et vassdrag. Egenskapsdata er vassdragnr., nedbørfeltets navn, areal og middel årstilsig|Hydrography,Inspire,Norge digitalt,geodataloven,fellesDatakatalog,Natur,Norge,sidenedbørfelt,nedbørfelt,vassdrag,vassdragsdatabase,National|2.00,33.00,57.00,72.00|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt. ,Ingen begrensninger på bruk er oppgitt.No conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=8a0545fe-025c-4afb-a3ab-5b8cb922ef03&access=public&fname=sidenedbrfelt_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=8a0545fe-025c-4afb-a3ab-5b8cb922ef03&access=public&fname=sidenedbrfelt.png|NVE - Seksjon for geomatikk og dataanalyse/IGDNorges vassdrags- og energidirektoratgisstotte@nve.no,NVE - Seksjon for geomatikk og dataanalyse/IGDNorges vassdrags- og energidirektoratgisstotte@nve.no|http://nedlasting.nve.no/gis|2023-11-15|Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norges-vassdrags-og-energidirektorat/regineProduktark,https://www.nve.no/karttjenester/kartdata/vassdragsdata/Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|f637a925-28b5-457b-846c-f5000b3c2b00|21734|dataset|Nedbørfelt til hav||Datasett over hovednedbørfelt slik det er definert i REGINE. Et nedbørfelt er summen av vassdraget (selve vannstrengen) og avrenningsfeltet. Egenskapsdata er vassdragnr., nedbørfeltets navn, areal og middel årstilsig|Hydrography,Inspire,Norge digitalt,geodataloven,fellesDatakatalog,Natur,Norge,nedbørfelt,vassdragsdatabase,vassdrag,National|2.00,33.00,57.00,72.00|Bruksbegrensninger Ingen begrensninger på bruk er oppgitt ,Ingen begrensninger på bruk er oppgittno conditions apply|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=f637a925-28b5-457b-846c-f5000b3c2b00&access=public&fname=nedbr-til-hav_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=f637a925-28b5-457b-846c-f5000b3c2b00&access=public&fname=nedbr-til-hav.png|NVE - Seksjon for geomatikk og dataanalyse/IGDNorges vassdrags- og energidirektoratgisstotte@nve.no,NVE - Seksjon for geomatikk og dataanalyse/IGDNorges vassdrags- og energidirektoratgisstotte@nve.no|http://nedlasting.nve.no/gis|2023-11-15|Produktspesifikasjon,https://register.geonorge.no/register/versjoner/produktark/norges-vassdrags-og-energidirektorat/regineProduktark,https://www.nve.no/karttjenester/kartdata/vassdragsdata/nedborfelt-regine/Produktside,Tegnforklaring,dekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
iso19139|220f22c9-d415-4b20-bd0c-c3842be4874e|22738|dataset|Delfelt vannkraft||Database over nedbørfelt (def. i REGINE) som drenerer til et vanninntak for kraftproduksjon. Egenskapsdata er delfeltnr., delfeltnavn, navn og nr. på tilhørende vannkraftverk, areal, middel årtilsig og nedenforliggende delfelt|Annet,Åpne data,Norge digitalt,modellbaserteVegprosjekter,fellesDatakatalog,Energi,Norge fastland,kraftanlegg,vannkraft,delfelt vannkraft,ND_DS|2,33,57.00000000000001,72|Bruksbegrensninger Ingen ,Ingen|Sikkerhetsnivå Ugradert: Available for general disclosure|Tilgangsrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerÅpne data,Åpne data,Brukerrestriksjoner Andre restriksjoner: Limitation not listed,Andre restriksjonerNorsk lisens for offentlige data (NLOD),Norsk lisens for offentlige data (NLOD),Andre restriksjoner Ingen begrensninger  oppgitt. ,Ingen begrensninger oppgitt.|0001-01-01now|https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=220f22c9-d415-4b20-bd0c-c3842be4874e&access=public&fname=delfelt_s.png,https://www.geonorge.no/geonetwork/srv/nor/resources.get?uuid=220f22c9-d415-4b20-bd0c-c3842be4874e&access=public&fname=delfelt.png|Astrid VoksøNorges vassdrags- og energidirektoratavo@nve.no,Yngve AntonsenNorges vassdrags- og energidirektoratyaa@nve.no|http://nedlasting.nve.no/gis|2023-11-15|Produktspesifikasjon,Produktark,Produktside,Tegnforklaring,http://gis3.nve.no/link/?link=vannkraftdekningsoversikt,hjelp,dekningsoversikt rutenett,dekningsoversikt celle|
